x,y,label
2.36683,10.94099,1.00000
-2.05066,13.03864,1.00000
-11.94033,9.11312,1.00000
-10.24600,-2.10898,0.00000
-7.20153,-1.90481,0.00000
16.17292,-1.61217,0.00000
-6.34868,-7.64506,0.00000
-9.68640,-1.93164,0.00000
-6.50039,11.37851,1.00000
-0.08979,12.99841,1.00000
-3.95816,-9.95398,0.00000
-12.02593,4.46500,1.00000
8.83584,4.37191,1.00000
0.64027,-12.18153,0.00000
-12.87228,2.81443,1.00000
-7.59530,-0.34777,0.00000
-3.11927,-10.09486,0.00000
13.47837,-7.26053,0.00000
6.00155,7.84670,1.00000
15.33792,-1.69664,0.00000
1.41984,4.73255,0.00000
6.73164,7.82838,1.00000
-7.03576,3.98919,0.00000
-8.57963,0.61052,0.00000
10.57398,3.93617,1.00000
1.72904,-5.36149,1.00000
1.47789,-5.41349,1.00000
14.98292,-0.78852,0.00000
-3.07557,12.89889,1.00000
-4.27224,-9.85405,0.00000
-10.62256,8.68891,1.00000
1.19207,-12.99839,0.00000
13.89249,-3.77897,0.00000
-5.27214,6.60079,0.00000
-6.42169,11.97845,1.00000
-9.96356,-4.93537,0.00000
-5.97925,-9.52038,0.00000
10.64972,5.39926,1.00000
-10.37768,-2.54169,0.00000
-7.24744,4.60222,0.00000
5.26667,-14.19630,0.00000
9.07588,-1.69994,1.00000
13.79863,-7.23819,0.00000
-1.61407,-8.15545,1.00000
8.99510,4.50438,1.00000
2.15619,-12.85363,0.00000
1.45828,6.21504,0.00000
2.29887,-13.35100,0.00000
-11.28223,8.43272,1.00000
-6.21570,3.70012,0.00000
1.88244,-11.92521,0.00000
-9.30702,-4.53579,0.00000
-7.22481,-4.27146,0.00000
-14.27528,0.58142,1.00000
-13.23299,4.09738,1.00000
13.25334,-7.67972,0.00000
-12.23676,7.58793,1.00000
3.79666,9.63511,1.00000
8.40829,0.35719,1.00000
14.31275,-5.39442,0.00000
8.79559,-10.20098,0.00000
-1.33714,-13.16946,0.00000
-13.96982,2.74947,1.00000
15.48887,-3.33170,0.00000
9.40114,-11.18578,0.00000
5.71177,-3.48081,1.00000
8.75965,-0.06344,1.00000
-9.78415,9.93094,1.00000
3.24107,-13.12490,0.00000
15.32136,-2.96388,0.00000
15.03454,-3.09872,0.00000
7.44571,-2.64962,1.00000
7.14199,6.38014,1.00000
-15.20534,5.14447,1.00000
-5.31629,6.55106,0.00000
-2.48179,-5.53697,1.00000
9.23210,-8.57482,0.00000
9.07027,-3.02245,1.00000
-13.05229,5.84737,1.00000
-10.86878,-2.91508,0.00000
13.34334,-4.37335,0.00000
13.84990,-4.35629,0.00000
-14.31657,8.40203,1.00000
-0.48125,7.65663,0.00000
-2.16585,8.69446,0.00000
0.97657,6.31300,0.00000
-13.68096,7.93786,1.00000
-3.30656,14.31707,1.00000
-1.09735,12.16061,1.00000
11.41144,1.32235,1.00000
-6.08522,6.57039,0.00000
-10.26687,9.70308,1.00000
7.19936,-4.78117,1.00000
1.12821,12.92598,1.00000
-1.27379,11.08667,1.00000
-4.61231,12.77573,1.00000
3.20003,-12.38166,0.00000
-3.91769,-1.04482,1.00000
10.32724,1.06618,1.00000
7.26851,4.14071,1.00000
-9.81885,-3.95224,0.00000
-2.84148,5.53492,0.00000
14.95796,-6.57053,0.00000
-7.61184,-2.35552,0.00000
11.02425,-1.19656,1.00000
-8.45153,-5.31465,0.00000
-7.49896,-5.58301,0.00000
6.54044,-3.44380,1.00000
-2.37577,12.44104,1.00000
-10.20317,1.68500,0.00000
-9.51508,-4.89151,0.00000
8.41909,8.81603,1.00000
-6.39936,-11.32499,0.00000
-5.03518,-9.60425,0.00000
15.69494,-3.23385,0.00000
4.98299,10.51450,1.00000
3.29199,-13.37345,0.00000
7.22065,-1.26206,1.00000
4.37769,-11.68838,0.00000
-2.29153,5.50371,0.00000
-8.69003,-2.73829,0.00000
-8.94035,-4.58089,0.00000
10.14003,-8.05720,0.00000
0.16522,-11.60241,0.00000
-9.12707,-2.96694,0.00000
9.59887,0.78555,1.00000
13.51147,-4.49536,0.00000
-10.32453,-3.12313,0.00000
-6.27399,3.99571,0.00000
-15.04060,2.30472,1.00000
-2.44546,12.74785,1.00000
-4.05381,-4.01664,1.00000
-7.56580,11.75880,1.00000
13.08263,-0.34408,0.00000
8.78081,9.39382,1.00000
9.59961,-9.89486,0.00000
-6.35891,4.57128,0.00000
-10.11996,0.46673,0.00000
-9.16034,1.56782,0.00000
-2.03633,13.26421,1.00000
11.44792,-5.99826,0.00000
-5.96847,11.80499,1.00000
8.19632,-11.88350,0.00000
10.84926,4.32964,1.00000
2.48726,0.60786,0.00000
-10.29032,9.91109,1.00000
-11.09630,8.14198,1.00000
-10.52690,10.47197,1.00000
-1.12054,12.71668,1.00000
14.94470,-1.86970,0.00000
-13.78574,2.66165,1.00000
-10.78327,8.64160,1.00000
10.95224,-9.36399,0.00000
10.95371,3.44509,1.00000
3.16502,11.39802,1.00000
-0.86803,7.10059,0.00000
16.50402,2.34960,0.00000
-10.47285,0.07720,0.00000
-4.02006,5.02582,0.00000
-5.90602,-9.95364,0.00000
5.67522,11.85623,1.00000
-12.73680,7.76546,1.00000
-8.13493,4.38137,0.00000
-9.19308,1.01192,0.00000
-1.11569,12.24879,1.00000
0.67751,-15.16905,0.00000
-10.57010,-2.05458,0.00000
1.11858,11.34761,1.00000
3.34673,0.08558,0.00000
-7.51667,-7.47026,0.00000
-6.14580,3.93228,0.00000
-1.97644,11.41951,1.00000
-11.23837,8.24189,1.00000
8.30942,-4.76262,1.00000
9.28818,6.11974,1.00000
14.94031,-4.33009,0.00000
-7.58646,0.32082,0.00000
17.49001,-1.83403,0.00000
-8.61377,1.61206,0.00000
-14.15981,1.81020,1.00000
14.92807,-3.95858,0.00000
-9.22569,2.79761,0.00000
-13.39650,6.11694,1.00000
-9.39576,1.88847,0.00000
-9.71484,-4.81375,0.00000
15.67265,-1.38097,0.00000
-15.77061,4.26763,1.00000
-6.70379,5.18053,0.00000
-3.71003,7.33905,0.00000
-12.65806,8.76431,1.00000
-10.57771,-4.67922,0.00000
15.72909,-2.40509,0.00000
-7.95797,4.89807,0.00000
3.27891,3.98335,0.00000
-3.23167,7.77237,0.00000
-13.97754,6.53028,1.00000
10.31220,0.53402,1.00000
2.52905,5.64997,0.00000
0.15525,-0.63196,1.00000
-15.46096,-0.51983,1.00000
9.70055,-10.72375,0.00000
-4.75078,12.66710,1.00000
-3.12878,-12.50423,0.00000
15.45636,-3.53275,0.00000
-0.86097,10.97567,1.00000
9.33306,5.77002,1.00000
6.99914,-11.39990,0.00000
13.24848,-7.99199,0.00000
4.89010,10.41571,1.00000
6.13047,-9.07717,0.00000
13.42785,-2.86915,0.00000
-12.49119,7.19543,1.00000
-13.20787,3.84658,1.00000
2.46322,0.05459,0.00000
1.38381,11.93461,1.00000
-3.96249,13.66484,1.00000
-3.59815,12.63572,1.00000
6.82239,-11.66369,0.00000
-6.07151,10.57299,1.00000
2.67206,11.32275,1.00000
-14.52735,3.62155,1.00000
-8.03548,11.38689,1.00000
-9.92018,-4.23912,0.00000
12.18759,-8.01150,0.00000
-0.33568,6.64631,0.00000
9.25544,3.43675,1.00000
2.73080,-14.32317,0.00000
-11.15738,7.45384,1.00000
-9.16880,12.12439,1.00000
10.10910,-2.74039,1.00000
-9.17117,10.41243,1.00000
1.51445,-4.79130,1.00000
6.51383,9.07628,1.00000
7.61890,5.02513,1.00000
7.54379,-4.31195,1.00000
11.95752,-7.84288,0.00000
-12.86628,7.44381,1.00000
15.23914,-3.59923,0.00000
14.54461,-5.85840,0.00000
3.10499,1.14611,0.00000
-4.72014,5.45978,0.00000
-7.13542,3.65231,0.00000
9.85825,-10.73491,0.00000
-4.39561,6.56756,0.00000
4.69921,9.99047,1.00000
2.07513,-5.65417,1.00000
-3.64606,7.11108,0.00000
-2.46248,-10.73318,0.00000
2.00591,6.27988,0.00000
2.04436,11.68810,1.00000
-3.30602,6.37145,0.00000
5.64436,-3.98278,1.00000
-16.52549,0.46300,1.00000
7.12779,-4.29145,1.00000
-12.41639,9.36601,1.00000
-16.93374,-0.08938,1.00000
-9.43831,0.16662,0.00000
-8.42231,-6.46534,0.00000
-6.48164,-8.75741,0.00000
-4.66400,-11.09746,0.00000
2.84718,-6.62574,1.00000
-2.15788,6.49697,0.00000
0.57495,-12.90338,0.00000
-9.87964,11.26875,1.00000
-9.07830,2.72357,0.00000
4.14043,-11.46499,0.00000
12.15543,-11.01228,0.00000
6.37559,-12.32302,0.00000
11.51758,-8.20176,0.00000
6.26726,-12.23305,0.00000
2.64365,-5.81387,1.00000
7.20483,-11.40593,0.00000
15.70023,-5.73420,0.00000
-9.07652,-1.77558,0.00000
5.53823,9.84109,1.00000
-14.16268,0.21969,1.00000
-15.43762,3.41348,1.00000
9.93359,3.37988,1.00000
-2.25605,6.08879,0.00000
-4.87820,12.82814,1.00000
8.55998,4.45402,1.00000
-11.70024,7.37682,1.00000
14.82000,-3.69487,0.00000
12.95284,-6.03056,0.00000
3.19052,-6.01787,1.00000
8.61749,-4.75037,1.00000
-2.19351,-3.52694,1.00000
1.14238,11.65554,1.00000
3.50820,-13.37603,0.00000
5.27415,-11.50536,0.00000
12.28236,-10.29632,0.00000
-9.49732,-5.26534,0.00000
12.63026,-6.35999,0.00000
-4.88543,14.55122,1.00000
5.35446,-6.16661,1.00000
-2.51751,-9.55313,0.00000
-3.00624,7.82994,0.00000
3.87068,-5.02811,1.00000
-8.62390,-1.09768,0.00000
13.45772,-4.66265,0.00000
3.65471,8.81602,1.00000
-6.22725,5.40186,0.00000
12.36157,-7.80709,0.00000
8.93564,-10.88970,0.00000
-7.49529,5.42168,0.00000
2.60242,10.54670,1.00000
-2.73510,-12.91807,0.00000
-15.77877,0.56613,1.00000
-8.96993,-7.03001,0.00000
9.24077,-9.82314,0.00000
2.77934,4.02230,0.00000
-11.02021,0.21121,0.00000
-4.34571,11.28933,1.00000
-2.28345,6.31313,0.00000
3.89915,-4.25288,1.00000
5.43329,-11.07247,0.00000
-14.06035,7.59314,1.00000
-8.56673,-0.98507,0.00000
-1.96069,13.81447,1.00000
10.51027,-1.13532,1.00000
-13.44240,6.06187,1.00000
-10.64702,8.96416,1.00000
-9.37390,-6.93234,0.00000
-1.88351,-11.71694,0.00000
-1.72578,-4.26765,1.00000
6.47686,-3.96918,1.00000
10.48923,2.59463,1.00000
2.34772,-10.96302,0.00000
11.02082,2.93687,1.00000
4.45904,11.64310,1.00000
-4.29434,-3.92220,1.00000
13.05075,-7.38877,0.00000
2.16248,12.37738,1.00000
0.36691,11.08400,1.00000
8.32056,-11.75456,0.00000
9.81336,-8.51530,0.00000
-16.64901,2.06823,1.00000
-9.69945,9.28248,1.00000
-14.68374,2.43568,1.00000
10.46142,1.43569,1.00000
-7.59954,0.90993,0.00000
10.06657,4.38171,1.00000
-9.92637,0.61389,0.00000
9.22044,-0.16485,1.00000
0.01856,-11.87868,0.00000
-5.50583,3.50449,0.00000
-9.57023,-1.47309,0.00000
0.89855,-12.90527,0.00000
2.88847,-12.66729,0.00000
-8.35829,-5.58300,0.00000
-3.34977,5.88086,0.00000
1.66061,-12.20541,0.00000
1.65340,13.20704,1.00000
-7.66144,4.55466,0.00000
5.70640,-10.25651,0.00000
-2.11517,12.66117,1.00000
6.02061,-3.61880,1.00000
14.24301,-5.28599,0.00000
14.41119,-5.46294,0.00000
-8.50137,-4.13240,0.00000
-1.08187,-12.42124,0.00000
-9.84746,8.82827,1.00000
3.47278,-6.48538,1.00000
9.83365,4.32915,1.00000
-14.73006,4.52456,1.00000
-16.34081,1.82409,1.00000
2.85029,2.82332,0.00000
-10.34706,0.81203,0.00000
8.59235,-0.93040,1.00000
3.50364,-6.79188,1.00000
1.39351,12.97650,1.00000
-14.38744,-0.13273,1.00000
5.21506,-4.12508,1.00000
2.80269,-6.35490,1.00000
-17.31211,1.44533,1.00000
-5.23368,11.94559,1.00000
14.22071,-4.12566,0.00000
-14.22987,-1.18330,1.00000
0.48931,11.91495,1.00000
0.86772,-8.48484,1.00000
-10.28349,9.13994,1.00000
2.00108,-14.23963,0.00000
-0.33184,13.97441,1.00000
-5.26478,13.50878,1.00000
-8.83189,5.64223,0.00000
1.77728,-6.65150,1.00000
1.26141,-13.34648,0.00000
-0.51435,-4.35534,1.00000
7.25599,-0.18503,1.00000
-7.05759,3.36181,0.00000
6.50876,5.20208,1.00000
7.67413,3.78073,1.00000
9.48932,-1.32354,1.00000
10.86225,-9.31456,0.00000
9.45879,-10.66959,0.00000
-9.54424,10.38925,1.00000
-17.17517,3.53584,1.00000
-12.79279,7.84886,1.00000
-9.51756,-3.05731,0.00000
14.40804,-3.66734,0.00000
13.22269,-5.64772,0.00000
10.40353,3.16367,1.00000
16.65475,-1.01332,0.00000
-0.02046,-7.79538,1.00000
-6.55924,3.37881,0.00000
-13.50645,4.47518,1.00000
1.15200,-11.80973,0.00000
-11.82588,7.57427,1.00000
-8.75904,-5.62194,0.00000
-2.80096,-12.04446,0.00000
11.77173,2.68157,1.00000
-7.42921,-7.22434,0.00000
8.77718,-12.38188,0.00000
8.90183,2.32358,1.00000
-0.78413,13.30809,1.00000
-1.00009,-2.98112,1.00000
4.95374,12.12807,1.00000
9.89588,4.32981,1.00000
-6.56975,5.69364,0.00000
2.42054,-12.38006,0.00000
9.93894,-8.15436,0.00000
7.92242,-3.48945,1.00000
-8.49514,3.18387,0.00000
-6.42310,10.49944,1.00000
8.14006,1.90760,1.00000
0.71749,-10.86739,0.00000
0.96929,14.34662,1.00000
-10.73329,10.21924,1.00000
-13.92114,5.98257,1.00000
1.69790,5.62676,0.00000
3.41298,12.62421,1.00000
8.71454,-0.73916,1.00000
8.76802,0.05936,1.00000
1.82757,-11.78975,0.00000
-7.89722,-1.97879,0.00000
7.31575,-3.93891,1.00000
9.57751,1.94107,1.00000
6.80807,8.32164,1.00000
-4.64890,-7.10877,0.00000
-0.53790,11.13759,1.00000
-2.53398,-13.60401,0.00000
8.71440,-3.09286,1.00000
-7.23314,11.67355,1.00000
-0.13233,-12.92187,0.00000
-9.13239,-2.38555,0.00000
2.44633,-7.71760,1.00000
8.04545,-1.94102,1.00000
-9.39490,-6.79674,0.00000
4.27682,-12.84999,0.00000
-8.50833,1.67877,0.00000
0.38752,-13.35361,0.00000
9.18939,-8.89186,0.00000
-2.24085,13.75956,1.00000
-0.53241,14.07409,1.00000
6.88462,-4.91195,1.00000
-7.52443,-7.77869,0.00000
-1.51082,11.51769,1.00000
4.15520,9.54001,1.00000
3.19464,4.42718,0.00000
-8.92490,2.27992,0.00000
-1.40679,7.45096,0.00000
9.32791,-10.48227,0.00000
7.87443,-0.33461,1.00000
-5.13492,11.99088,1.00000
12.57745,-6.31355,0.00000
13.00504,-2.18929,0.00000
9.88146,2.45175,1.00000
-0.38608,11.59708,1.00000
-7.13489,-10.36768,0.00000
-0.74831,-13.26232,0.00000
-11.56280,6.93431,1.00000
5.09253,-7.80120,1.00000
15.18004,-1.73192,0.00000
-0.93592,5.37473,0.00000
-3.39508,12.98312,1.00000
1.12181,-14.55433,0.00000
5.30080,-13.02737,0.00000
-12.56246,8.87429,1.00000
14.16518,-0.43306,0.00000
11.71715,-8.42285,0.00000
-3.95727,-10.29912,0.00000
4.00199,4.78608,0.00000
-4.38840,11.76495,1.00000
1.30280,5.53766,0.00000
5.73825,-6.46070,1.00000
-5.68662,-9.55220,0.00000
0.55623,12.50351,1.00000
-16.66529,-1.07354,1.00000
-7.37717,4.01620,0.00000
0.41684,12.33065,1.00000
-11.04300,8.04620,1.00000
2.36009,-13.55963,0.00000
11.20048,-10.96203,0.00000
1.01857,-7.51620,1.00000
-16.78917,3.87541,1.00000
-14.65794,3.94999,1.00000
-3.04380,-10.96842,0.00000
8.32910,7.43526,1.00000
7.99516,-9.69540,0.00000
-2.23527,-5.62367,1.00000
2.09814,-11.30407,0.00000
4.86915,-11.18006,0.00000
3.25503,11.70620,1.00000
-3.33479,-12.33211,0.00000
10.03638,4.79485,1.00000
-8.39103,-2.44015,0.00000
-0.03599,6.67587,0.00000
1.92525,11.95223,1.00000
9.89241,-1.44697,1.00000
2.52333,-12.07866,0.00000
9.46131,7.45025,1.00000
3.73285,-5.66371,1.00000
-4.84723,-8.08416,0.00000
-10.25624,9.63371,1.00000
-9.86354,9.82242,1.00000
6.10246,7.17758,1.00000
0.35221,-12.53497,0.00000
1.37148,13.72653,1.00000
-5.38923,6.78906,0.00000
9.10843,2.09518,1.00000
14.32581,-0.54686,0.00000
-15.88898,1.44371,1.00000
-8.36813,3.24064,0.00000
14.10939,-4.90999,0.00000
-17.69818,2.51488,1.00000
-13.58655,5.41139,1.00000
-5.00018,-10.01368,0.00000
-8.61692,-8.90400,0.00000
6.28167,-10.59569,0.00000
-9.73982,11.12845,1.00000
-15.68774,1.72253,1.00000
-7.53918,3.91528,0.00000
-7.44828,4.10946,0.00000
-12.65692,7.12094,1.00000
-7.72234,12.26515,1.00000
16.21018,-1.70543,0.00000
15.23063,-2.74784,0.00000
1.21766,13.57482,1.00000
-1.40276,-12.65686,0.00000
2.20512,-7.00071,1.00000
10.34801,-10.65754,0.00000
-4.61474,7.17658,0.00000
-0.90979,4.77497,0.00000
-4.36699,6.44615,0.00000
8.93338,-10.11208,0.00000
-3.42337,-1.12025,1.00000
-9.14490,10.71193,1.00000
-8.38516,0.82531,0.00000
-11.55746,7.88005,1.00000
-2.34304,6.01050,0.00000
8.63782,-9.90761,0.00000
4.84733,11.43924,1.00000
-4.29627,7.99307,0.00000
-10.96728,7.67925,1.00000
14.29074,-7.50882,0.00000
7.69186,5.92759,1.00000
7.20452,6.82972,1.00000
6.09300,-4.40818,1.00000
-6.83011,1.22588,0.00000
-0.45892,-12.53717,0.00000
-7.50004,-7.87430,0.00000
-5.15507,-0.08560,1.00000
-14.80047,0.65198,1.00000
-8.04211,-7.49215,0.00000
9.48677,0.92464,1.00000
-4.47056,6.54255,0.00000
0.95860,-7.59958,1.00000
-3.42595,-11.06272,0.00000
-6.52900,-8.51331,0.00000
-1.65371,-4.98232,1.00000
-1.06364,-4.84200,1.00000
-4.38921,12.16609,1.00000
-1.49826,-4.75871,1.00000
11.00981,-8.33278,0.00000
-15.79603,1.88563,1.00000
-9.77076,-6.29618,0.00000
-15.03018,0.65699,1.00000
-4.72587,11.49393,1.00000
8.74478,-0.38195,1.00000
-8.49974,-3.93257,0.00000
-15.63498,2.73145,1.00000
1.72498,-12.35585,0.00000
4.98467,-5.83016,1.00000
8.89399,-2.31548,1.00000
14.13483,0.31913,0.00000
9.25038,-0.01989,1.00000
-8.40931,11.64896,1.00000
3.70407,-10.69933,0.00000
-10.31103,-1.67047,0.00000
-0.35962,7.34056,0.00000
-13.40900,3.85552,1.00000
-2.69699,-4.06036,1.00000
4.96289,-5.86269,1.00000
9.85393,-8.99477,0.00000
5.16473,-7.14372,1.00000
0.64427,-13.46703,0.00000
14.79914,-2.91125,0.00000
-2.63545,7.63854,0.00000
10.16390,2.92620,1.00000
11.44723,-5.95718,0.00000
-9.17119,-1.38370,0.00000
0.87031,-13.40236,0.00000
2.70145,1.13800,0.00000
-1.51976,11.81378,1.00000
-10.61806,9.19239,1.00000
-9.67149,-4.85206,0.00000
7.49864,4.04886,1.00000
4.66219,-5.15035,1.00000
14.16303,-6.34000,0.00000
-8.14016,12.27952,1.00000
8.56019,7.37380,1.00000
-0.27971,5.33732,0.00000
-7.17018,9.93021,1.00000
-9.79089,10.28884,1.00000
-3.02369,-10.68067,0.00000
-4.09747,12.73266,1.00000
-8.95158,-3.72323,0.00000
-10.43735,-1.34395,0.00000
-8.98028,-6.82559,0.00000
2.06029,-5.64735,1.00000
-12.22760,6.82024,1.00000
5.65342,-11.96251,0.00000
-9.22315,-2.32507,0.00000
-1.54955,14.01819,1.00000
9.25324,2.18155,1.00000
8.13735,2.01937,1.00000
6.99067,-5.43407,1.00000
6.32747,8.38379,1.00000
-10.10538,10.16599,1.00000
-1.06688,-12.70015,0.00000
9.43173,5.89998,1.00000
3.00355,-7.27487,1.00000
8.88585,-11.45345,0.00000
6.56908,11.45728,1.00000
8.38352,-5.42428,1.00000
-12.48551,10.17453,1.00000
-13.04444,7.36867,1.00000
-7.88704,-2.64377,0.00000
14.89537,-3.39773,0.00000
7.22795,9.50112,1.00000
-3.69558,13.06789,1.00000
13.13007,-7.92679,0.00000
5.20180,-6.54757,1.00000
